Content Manifest for Depot 2722711 

Manifest ID / date     : 3533270317117975849 / 08/05/2025 22:25:57 
Total number of files  : 1395 
Total number of chunks : 3575 
Total bytes on disk    : 2538265679 
Total bytes compressed : 1847648256 


          Size Chunks File SHA                                 Flags Name
       5666355      6 6585e341cb29702c35cbe76242a491a9ca734cf7     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Tails.wwu
        295155      1 c6bec264608df973c638bc97866a9de34c8f831f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Tails_NPC.wwu
         69027      1 a78a1654d5d5c72aa4dd7148b0f112fd5b4d5acc     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Taiyo.wwu
         20296      1 f758c28233168b833f5b2724349617a37fa8dfae     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Tanto.wwu
        268483      1 1abc159cb501a281af560ead3a8b16eda3f4677f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Terminals.wwu
        143599      1 9b3967b16091cdc785f4f2e0d5ebb99f4cd8ac2f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\TheLodge.wwu
         59253      1 461f78dea4035172994ca343087bdc4d7c862dac     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\TheRedMile.wwu
        231792      1 03317809f0a7728715c39697055b370cec341518     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\TheWell.wwu
        203267      1 9be952fa3ec24957cd5b1b07f9c0d701fe4f2cb7     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Tombstone.wwu
         19974      1 84f0d5651f322db9f40969c3a915519aac2bf268     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Trencher.wwu
        213579      1 e652abeba508bd29e0920b26b025154355d91be9     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Turrets.wwu
         56742      1 6ef5c0d48103c4cc559b66798cca07f5e1993ab5     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_AfflictionsInjuries.wwu
         13881      1 a0820e5fcddb907cde6a639028fa2dd5204189c6     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Barter.wwu
         17469      1 3eddb92cd3046124bdc45549a69ff1ba2c4a32a7     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_ChallengeComplete.wwu
        127844      1 331b4fda0e5a7dc16341db2188f56507265d23fb     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Chargen.wwu
        364902      1 e695dd93fef26dea979e79a5ab0d70a5ca9a276b     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Crafting.wwu
         15684      1 e2ab22c45b054d1860116ed2d5f11eea80421378     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Dashboard.wwu
         54554      1 f9507fdb6c7dfbbda5cbf7078dd94d65f94ea83d     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Dataslate.wwu
          8052      1 0c190925b84683ae1d73a812a227fb5b7b6e0526     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_DiscoverLocation.wwu
         51899      1 9c5e45b66e201c777eba6fd3d1708fee738661ac     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_General.wwu
         48277      1 4ffdba4e7186041479e558a9fe5b4ad056bf4f9e     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Hazards.wwu
         79278      1 88693e6f37dee185ee4052e5417cf8163aee83ba     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Inventory.wwu
        714229      1 c43fd0e44c8161b901f733e11b8cdd5631ad2f70     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_MainMenu.wwu
         66179      1 9fb286a0397067663cd07793cad474a3dcd2406d     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Minigame.wwu
          5258      1 9dd25b3bcf9587293311c8bee47d739a014bd8b6     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Missions.wwu
        142977      1 3d3d4a1671a8b2571f089fc838184f069656fee7     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Monocle.wwu
        156379      1 57b9ad3fc34443324b9bfcb0b2e4cf89b836a541     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Outpost.wwu
         32099      1 b8905888d73587ca1db8e5720f8f0834b14f7c40     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Photomode.wwu
         28270      1 cc85b722226f424b137990ca0d631dc499b4503f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Pickpocket.wwu
         33007      1 0e9e679dba988c66a1573e3da6c1b223fb61b831     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_PlayerHealth.wwu
        179076      1 3db12167dc4bafcdae9e079b2c08a5df98744c77     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Powers.wwu
         66278      1 127aae05eb5cee32d69b28f16a0c786b5c3b83a3     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Quest.wwu
         15992      1 231a75cb1a34ceb8bfec1c5fc5056d07b220d068     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_QuickUse.wwu
        234180      1 f2b545bb4e9cda6cbcd7995ad17a31b3205024b0     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_ShipBuilder.wwu
        517803      1 b738d9d7ab34867649d08fc25967ec3b175be0a7     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_ShipUI.wwu
         53645      1 92dc5044a938fd775d2d091efb28d11e7f9cd50e     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Skills.wwu
         10134      1 52e32ed793c0eee362fdab29ca0478e278cbec44     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Sleep.wwu
        200529      1 e0b127bd31b645fa026de138034a6ce3fd92e1b7     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Starmap.wwu
         10742      1 93e33d8063effffd42838c27102a3406f7356ee0     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_SurfaceMap.wwu
         10132      1 29758f7e367e80d78c53af8afe7d9350fc9f2174     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Wait.wwu
          4922      1 47a5d3390a121eaac44f9aa3e0e82dd1ac825fe4     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UI_Watch.wwu
         68309      1 c5c8b4f164ed48442d075a6a92abe2e738b025cc     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Unarmed.wwu
        157508      1 c913b103d10c1974f52c85646f1287cb95fc22b9     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Unique Roomtones.wwu
         13798      1 fcd8a7e045b3421d80e85430df5a0e8e2b20213e     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Unity.wwu
         38832      1 2a39ef07f27ba78a7471a9d3fbf256f9948ed742     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\UrbanEagle.wwu
         52977      1 991d9876de58fe4dcb777204e218f3e03f2a3c69     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Utility.wwu
         22285      1 470c22c20c1eae3f7e1eed2b206b4719dff43251     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VecteraChargenHab.wwu
         87468      1 cebc9c4c3cd2c88e2fac8e411084fdf111023a61     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VecteraMine.wwu
        449243      1 317d3be6080aa401a03528d029f7538fc730bfd4     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VEH_Engines_AmunDunn.wwu
        645531      1 a29f57b12f08d40018be814c1c2cc86745ae1a55     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VEH_Engines_Panoptes.wwu
        596526      1 606966e59f3ddb1c483c31fd145912f2173bbf82     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VEH_Engines_Reladyne.wwu
        857572      1 2e31132e3d5d424aa91bbb4ccb732b22358750bf     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VEH_Engines_SlaytonAerospace.wwu
        168798      1 e357777b94d4c0c4cbd4735c4d98cd328678aaa8     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VEH_Engines_Starborn.wwu
        154206      1 f3122383dfcd48daf7691ba9864d4f522e0c513f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VEH_GravDrives.wwu
           474      1 1cd5a307607fd636328f25dd786d635f13da8fdc     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VEH_GravDrive_DeepCore.wwu
           470      1 ad97d9d84db461b532f7d64cf6e900a817bf06c9     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VEH_GravDrive_Nova.wwu
           473      1 5d7204d48cf45515b7968d5c5bafbca64b19475d     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VEH_GravDrive_Reladyne.wwu
           482      1 25144ed724818db7ae4e09e645f3319bd6e65387     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VEH_GravDrive_SlaytonAerospace.wwu
         18840      1 e99990a5485dcc56f0e05e8e900a915025fb88bc     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VentilationShaft.wwu
          2195      1 1ce099a58e83cc43ca8155b6df6e2e2d1ffaa3f0     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VOC_Audiologs_Unique.wwu
        233425      1 0fad5faabc177c7cdcca3b951f8b87e0d2bc19d6     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VOC_Defaults.wwu
        180007      1 43b2f7b50f8da773ef869a66302758b45171e0ec     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VOC_Intercom_SFX.wwu
        683597      1 f91b2932807895ec98ce5b761a9abe81a9c2f5bb     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VOC_Overrides.wwu
       8238247      8 4d91c5ccf702c40f474dbdc24781237918aa2be8     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VOC_Player_SFX.wwu
        212868      1 47d7a47f7f588fb819f42420ddff13ebd223a350     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\VOC_SFX_Overrides.wwu
         19187      1 434aab41638559b8147b4a978e4d05faee4d23b6     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\Wakizashi.wwu
        222735      1 6eba8b9d8fe1e6be1704bed36e90197d8f500ae3     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WPN_Creatures.wwu
       4523876      5 5e48c11906d919b8fae1cf713d90dc7ecbc94859     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WPN_Hand.wwu
       3160237      4 78f6be36189c35b5089143d13d10c6e137392e57     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WPN_Ship.wwu
        911834      1 e2d8a091100e00f017df27bdfdce627d3661008f     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WwiseMotion.wwu
         12072      1 8a685f181d4071cb24da4006092f8c45ddaa2574     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WwiseMotion_FX_Explosions.wwu
         33383      1 4c1052e1870dc0f0ebf0bf23da2cadc294ffed4c     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WwiseMotion_FX_Impacts.wwu
         71857      1 f99fcb5400fcfdc0476d991eb2d469382993d189     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WwiseMotion_ScriptEvents.wwu
         67976      1 a921ac345379a919858ba530a592c3915c22b13e     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WwiseMotion_VEH.wwu
        220076      1 7a4697dedfa854a607be406efe35e690c93da7db     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WwiseMotion_WPN_Fire.wwu
         15241      1 0b5f9fb5eddf6603805c13f5ee9d9d69b06df674     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WwiseMotion_WPN_Impacts.wwu
         60034      1 a4063530747c14c29818ad9f69a7c4bca57ac946     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WwiseMotion_WPN_Movement.wwu
         93848      1 f3ab647580097da30aec5407e81a79e7a6f36d2e     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\WwiseMotion_WPN_Reloads.wwu
          9258      1 df5341fd8f884a0e61fa1084263aa7f7d27b14e7     0 Tools\wwise\Starfield\Actor-Mixer Hierarchy\ZeroGravity.wwu
             0      0 0000000000000000000000000000000000000000    40 Tools\wwise\Starfield\Attenuations
        982041      1 2ce136e9cb26b0e082d6a170399e0d39cc0e1468     0 Tools\wwise\Starfield\Attenuations\Default Work Unit.wwu
         11870      1 45a7dfe1609650a4fe0485f136f463adc5bc74cd     0 Tools\wwise\Starfield\Attenuations\XXX_TestAttenuations.wwu
             0      0 0000000000000000000000000000000000000000    40 Tools\wwise\Starfield\Audio Devices
          1121      1 9796ca9e186e9f8833dda2fb1450e02dbd60d1db     0 Tools\wwise\Starfield\Audio Devices\Default Work Unit.wwu
             0      0 0000000000000000000000000000000000000000    40 Tools\wwise\Starfield\Control Surface Sessions
          1510      1 ab09ac66f3f7a9fad9b49a2992b6283c2bb04238     0 Tools\wwise\Starfield\Control Surface Sessions\Default Work Unit.wwu
             0      0 0000000000000000000000000000000000000000    40 Tools\wwise\Starfield\Conversion Settings
         29515      1 4370a8c7e9f491e198187160d7e9f96a86460847     0 Tools\wwise\Starfield\Conversion Settings\Default Work Unit.wwu
         27820      1 b7b615a88f922417472ddae541396e7302e1971c     0 Tools\wwise\Starfield\Conversion Settings\Factory Conversion Settings.wwu
             0      0 0000000000000000000000000000000000000000    40 Tools\wwise\Starfield\Dynamic Dialogue
           305      1 f30397d6e9a961566ce00607bf83f533e82743ad     0 Tools\wwise\Starfield\Dynamic Dialogue\Default Work Unit.wwu
             0      0 0000000000000000000000000000000000000000    40 Tools\wwise\Starfield\Effects
         27158      1 044d467c37d8585f66bf150a18b207a4f70f0868     0 Tools\wwise\Starfield\Effects\AMB.wwu
           289      1 1c47663ce9e53f876f9c1e8fe062134fc22449fe     0 Tools\wwise\Starfield\Effects\Default Work Unit.wwu
        146612      1 361118bccb80f8cbcf1c9545454d6f07ebb969cc     0 Tools\wwise\Starfield\Effects\Factory Altiverb - Outdoor and More.wwu
        155531      1 740d6a73d96c8bb6384ba69a4caee48b81a942a6     0 Tools\wwise\Starfield\Effects\Factory Convolution Reverb Effects Ambisonics.wwu
        153941      1 24cb7556e1a1cbf3905ff0cb23afa6dc8193271e     0 Tools\wwise\Starfield\Effects\Factory Convolution Reverb Effects Stereo.wwu
        130609      1 e394a67cb83c84b6c9b974dcb90c69194ce2e81f     0 Tools\wwise\Starfield\Effects\Factory Effects.wwu
         10330      1 50eee36bd8f92206149380e99bc1c149097c76e8     0 Tools\wwise\Starfield\Effects\Factory iZotope Box Modeler.wwu
          7007      1 db8a09fea5cc2e60dd434386924907db9307c854     0 Tools\wwise\Starfield\Effects\Factory iZotope Delay.wwu
          5724      1 7e69dc0404267bce28e416c81c30c3c981079930     0 Tools\wwise\Starfield\Effects\Factory iZotope Dynamics.wwu
          8761      1 1322bb2b4a415fbaa9abca9a456abf3583db82fd     0 Tools\wwise\Starfield\Effects\Factory iZotope Filters.wwu
         19190      1 9a0df1701e965b098a774dc06a34f98292bc3b6c     0 Tools\wwise\Starfield\Effects\Factory iZotope Hybrid Reverb Effects.wwu
         18199      1 007fdb812073ae50d5fd7dd4257fc85d1cfdb71b     0 Tools\wwise\Starfield\Effects\Factory iZotope Multiband Distortion.wwu
         12134      1 a8a7d1f0a673f65fae8c7a6f1a5f58e29111d92e     0 Tools\wwise\Starfield\Effects\Factory iZotope Singleband Distortion.wwu
         23926      1 2ed80069b2e7d81dbb9cecd7856a6faf366f36a3     0 Tools\wwise\Starfield\Effects\Factory Mastering Suite.wwu
        132071      1 df64d3001a6d2c6683cda35b21e5950c361f0a4e     0 Tools\wwise\Starfield\Effects\Factory McDSP Effects.wwu
           287      1 64a03068ebe5f33434f37d096556f8fedd204e8e     0 Tools\wwise\Starfield\Effects\Factory Reflect.wwu
         12921      1 925f3c6fedbbbc9f33f063b4dbb5e956a3129567     0 Tools\wwise\Starfield\Effects\FX.wwu
          3948      1 fd868f6d3316b0c33238b75e144d9cbd747af685     0 Tools\wwise\Starfield\Effects\MUS.wwu
          7708      1 d80ef19ec9737cb6bbbae5a0fbf9d1958ee4b374     0 Tools\wwise\Starfield\Effects\PHY.wwu
          3828      1 f70c795293d32b308f92b50370c8964393840878     0 Tools\wwise\Starfield\Effects\Player.wwu
          6916      1 e0c9b593dcb9ee705b0bc1036e649dc9f31bd823     0 Tools\wwise\Starfield\Effects\Starfield_Effects.wwu
         15206      1 69942b8e472f498dddd9e0c4b21ad9af52b39337     0 Tools\wwise\Starfield\Effects\STATES.wwu
          1693      1 ffa7c0b479109308611d75aa03ac42e60a1abdcf     0 Tools\wwise\Starfield\Effects\UI_Terminals.wwu
          4936      1 e60ef347882b94b4f9f98cd61b09120df01d2684     0 Tools\wwise\Starfield\Effects\VEH.wwu
        176526      1 606f19e70489f43db23b45f6753799c3bbb863ca     0 Tools\wwise\Starfield\Effects\VOCfx.wwu
         67451      1 7d4938de895926cc3a1f628d9fd4cb3a7b3adfb5     0 Tools\wwise\Starfield\Effects\WPN.wwu
             0      0 0000000000000000000000000000000000000000    40 Tools\wwise\Starfield\Events
         26697      1 08c4dd937e40db5e6a0181ba627f04fdb75265d1     0 Tools\wwise\Starfield\Events\1919.wwu
         44451      1 bd3580b1bafd546f8e1839c659fc6ec58821d5f6     0 Tools\wwise\Starfield\Events\AA99.wwu
          2013      1 74d241333357da53a9d9cf0860e8264339f76429     0 Tools\wwise\Starfield\Events\Airlock.wwu
         17331      1 bd19892a1ebe00e7728df0905924af37c425267a     0 Tools\wwise\Starfield\Events\Allied.wwu
         23702      1 c9df6ad3f949250c4020256f5fb1d003408f6f6d     0 Tools\wwise\Starfield\Events\AlliedEnvoy.wwu
          5569      1 6343ccddf78768e21fd6325f498246e693aca9ab     0 Tools\wwise\Starfield\Events\AlliedLaserRifle.wwu
        154351      1 484281749c8353901ac6f892ac7ab02adc8fd067     0 Tools\wwise\Starfield\Events\AMB_Artifact.wwu
         67918      1 5326978e483ef149663778099398197047185570     0 Tools\wwise\Starfield\Events\AMB_ArtifactPuzzleRings.wwu
         11028      1 66e81fa9fe13fa0c851e795affeecc2f94bd71dd     0 Tools\wwise\Starfield\Events\AMB_Biome.wwu
          3421      1 f64e90f933346c317ddc51dd069df446d1aef916     0 Tools\wwise\Starfield\Events\AMB_Biome_Archipelago.wwu
          3264      1 fa78b2dd5096f53a9a8ecce542c43c58e61e68f2     0 Tools\wwise\Starfield\Events\AMB_Biome_Canyon.wwu
          3422      1 014af58fa2dd8ae539a73e0946975b8c0a42f451     0 Tools\wwise\Starfield\Events\AMB_Biome_Cratered.wwu
          6281      1 38eed45f94a94e72696a50a44a500482c929489c     0 Tools\wwise\Starfield\Events\AMB_Biome_DesertRocky.wwu
          4835      1 e6ed9bdabbb3f674fe57cef26308a134b681263a     0 Tools\wwise\Starfield\Events\AMB_Biome_DesertSandy.wwu
          7434      1 28c32a217249449a92a6cfe953c82be304a7c24b     0 Tools\wwise\Starfield\Events\AMB_Biome_ForestConiferous.wwu
          7492      1 60bccac12270d4c1cbab1ae649ed9777cea3ecf7     0 Tools\wwise\Starfield\Events\AMB_Biome_ForestDeciduous.wwu
          4725      1 91fb546e41a1f2ecde0eed5c101d1b52486e2539     0 Tools\wwise\Starfield\Events\AMB_Biome_ForestTropical.wwu
          4814      1 3ed2fc8985e118d9553ffe98afd51a1a4f3260a4     0 Tools\wwise\Starfield\Events\AMB_Biome_Frozen.wwu
          3787      1 69155feb54b54c6ea899c617956933020a772404     0 Tools\wwise\Starfield\Events\AMB_Biome_Hills.wwu
          3352      1 8ebcc787a4e66d4f0816c0fda933a093b1c6b3b4     0 Tools\wwise\Starfield\Events\AMB_Biome_Mountains.wwu
          4026      1 23860f888322adff457bbfe0407b08f3fd5e31cd     0 Tools\wwise\Starfield\Events\AMB_Biome_NoAtmosphere.wwu
          4595      1 d45d95063daf6d29f573f8fe8adc063f2e18180b     0 Tools\wwise\Starfield\Events\AMB_Biome_OceanCoast.wwu
         14302      1 d204f0bfef84ca4b7e68f47f81a0c31899fda024     0 Tools\wwise\Starfield\Events\AMB_Biome_Planet_NewAtlantis.wwu
          3443      1 25ac467f6007995a6eebb2dfa81497d041371ad2     0 Tools\wwise\Starfield\Events\AMB_Biome_Savannah.wwu
          4901      1 b0331a52092db0475c374a31184308193a91ee7e     0 Tools\wwise\Starfield\Events\AMB_Biome_VolcanicRough.wwu
          4942      1 5fbfda26b1c468f5beb1b88c447bb681ae980d0a     0 Tools\wwise\Starfield\Events\AMB_Biome_VolcanicWorn.wwu
          2024      1 d042e967c0dab3b85c7acdbe338e5eba6c7b18eb     0 Tools\wwise\Starfield\Events\AMB_Biome_Wetlands.wwu
         76892      1 b9f2c2d995780f68cb1c7fddf0b55f1a9bea36b3     0 Tools\wwise\Starfield\Events\AMB_City_Akila.wwu
        210898      1 154d4adf0a00b25823c85ee2c8ca4f34961d0030     0 Tools\wwise\Starfield\Events\AMB_City_Cydonia.wwu
         85688      1 3bff9b0ed1fb5579e020856e1b9337bb3338e4a9     0 Tools\wwise\Starfield\Events\AMB_City_Neon.wwu
         86623      1 eb1f16d68af5da9d7933368046dd680d9769b378     0 Tools\wwise\Starfield\Events\AMB_City_New_Atlantis.wwu
         38467      1 36f2bf2ecdbfd35e84f7f1ce1fcd74f3db33c9d3     0 Tools\wwise\Starfield\Events\AMB_Crowd_Walla.wwu
          4585      1 03f6c986e551488ecb309f11460fc459da9c7a9b     0 Tools\wwise\Starfield\Events\AMB_EchoMarkers.wwu
          1033      1 195d7425a6f3b8fb61368f050c63b958b977c0fa     0 Tools\wwise\Starfield\Events\AMB_Exteriors.wwu
          4684      1 4334ebbd1f0bcbd0d83788ee08156fb85c5fb4ec     0 Tools\wwise\Starfield\Events\AMB_Interiors.wwu
          2711      1 428bcc427e567b1f2ff44189b358aa79ccb928b7     0 Tools\wwise\Starfield\Events\AMB_Underwater.wwu
          3154      1 5dbbc97f6fd4f84546a3130c27fa5032414e4ec9     0 Tools\wwise\Starfield\Events\AMB_WaterSystem.wwu
          4259      1 a7b80130ff0a50c81ce7bf7c94d9d1813865409b     0 Tools\wwise\Starfield\Events\AMB_Water_General.wwu
         43976      1 b92ca05ad8534415009be17f5dafd49f467665fd     0 Tools\wwise\Starfield\Events\AMB_Weather.wwu
        352784      1 a8597dde7f20a0ec2c34f00eecd0662706575b79     0 Tools\wwise\Starfield\Events\AMB_WindSystem.wwu
          8757      1 42f532a05373b5a20c4be67fa2bd94c003dbd756     0 Tools\wwise\Starfield\Events\AMB_WwiseMotion_ScriptEvents.wwu
         23594      1 a0a6fb81b039e3ca2434833c6eb677cf83d0ffbe     0 Tools\wwise\Starfield\Events\Arc_Welder.wwu
         43798      1 f9a5a826669c19712108a183e49ab1501387ae17     0 Tools\wwise\Starfield\Events\AssortedMarkers.wwu
         19448      1 f510eeca3ce75fa77a3070a216ffb60e3eae9d9b     0 Tools\wwise\Starfield\Events\AutoRivet.wwu
         20382      1 d4f54b63d99f89201ded61107a8a5cb904aa8302     0 Tools\wwise\Starfield\Events\Bars.wwu
         62853      1 dd8b28a5b336de2681775311503643d16c850769     0 Tools\wwise\Starfield\Events\Beowulf.wwu
         12019      1 0798cda16e154dcb29644993edefdf2dee406bc0     0 Tools\wwise\Starfield\Events\Bigbang.wwu
         44248      1 5c96d2f5fdf134c5f8c0c7534fe9c3d4adce9975     0 Tools\wwise\Starfield\Events\Breach.wwu
         13584      1 7f8b402651916a3da45af9341f11634e85f4aeff     0 Tools\wwise\Starfield\Events\Bridger.wwu
          8300      1 67ae8bf949abeb8ed278debceb86069210cbf6c8     0 Tools\wwise\Starfield\Events\BuriedTempleA.wwu
        100166      1 b458d41d8222750b54312593290ae8652d563665     0 Tools\wwise\Starfield\Events\Clubs.wwu
         19973      1 02c2b43ae31695c2cb29d16db75dc5c4cc143a17     0 Tools\wwise\Starfield\Events\Coachman.wwu
         20902      1 c8cda95a67fc505f30853c40c21624fd03a0942e     0 Tools\wwise\Starfield\Events\Commercial.wwu
        110843      1 1bfb8847273b5cfa12ec59e8a4558927aba52a48     0 Tools\wwise\Starfield\Events\Crafting_Events.wwu
         58905      1 b2419d23378e7c201d91f629b7cf328ef4272147     0 Tools\wwise\Starfield\Events\Cutter.wwu
           287      1 ca1901009349b547fe80e467946b2276a561f476     0 Tools\wwise\Starfield\Events\Default Work Unit.wwu
         31338      1 6c43bd99bfaef7e9966dd11d0112254ace3fd867     0 Tools\wwise\Starfield\Events\Deimos.wwu
         50802      1 e7a1f5231e218ac454ed6a98fbda1df8629bd36b     0 Tools\wwise\Starfield\Events\Drumbeat.wwu
         30112      1 4b75431322cfcc1a60071113b9fd9da8be34afcd     0 Tools\wwise\Starfield\Events\DungeonCave.wwu
         22538      1 067a7bc7d503a75bfd00f4efa96f5197e37abf14     0 Tools\wwise\Starfield\Events\DungeonCaveCrystal.wwu
         47531      1 cbb93418ad3a5978245b664e2245460aeea33506     0 Tools\wwise\Starfield\Events\DungeonIndustrial.wwu
         43228      1 f093c6db9eecb2f301dd9c7df0eb66cbaeb352d6     0 Tools\wwise\Starfield\Events\DungeonScience.wwu
          8651      1 5fda60d81f622ccd800255d4e047eb1003f9a867     0 Tools\wwise\Starfield\Events\Ecliptic.wwu
         62246      1 7795f124cdd789893bdb2eaf0fe25425e4639509     0 Tools\wwise\Starfield\Events\Eon.wwu
         46733      1 d9ec29fdf0c2d375d2f83f44842eab5960e86610     0 Tools\wwise\Starfield\Events\Equinox.wwu
         22259      1 153e5c2ff62356fbfa8235ca90505fc84bdb6b53     0 Tools\wwise\Starfield\Events\Exterior_Generic.wwu
         29873      1 1b85ddf28a97bb2f6706c91a263fba1c1742f713     0 Tools\wwise\Starfield\Events\Exterior_Industrial.wwu
         53856      1 3d1784d9825fe948f47e1a4def28955255a80011     0 Tools\wwise\Starfield\Events\Exterior_Settlement.wwu
         39730      1 f6cf63e5eef9e459fb7a107469346a0af25d0823     0 Tools\wwise\Starfield\Events\Flamethrower.wwu
        212663      1 b0b79e3898743ae69f24248c4f7fe39edb27af9b     0 Tools\wwise\Starfield\Events\FX_Artifact_Power.wwu
         40010      1 a113d8222b295b19ae5308b4c8f7e0ec55c6b3be     0 Tools\wwise\Starfield\Events\FX_Artifact_Power_MQ302.wwu
          2649      1 7e327f9e7f8d0d61b2112dada3be647dc650b64a     0 Tools\wwise\Starfield\Events\FX_Chameleon.wwu
          9597      1 78174432cd9e29bd3d44836d08263b5690faaee8     0 Tools\wwise\Starfield\Events\FX_CriticalDeaths.wwu
        129474      1 ccc068bfbebb24b8d8e7a539520b79a0ec7fe069     0 Tools\wwise\Starfield\Events\FX_Explosions.wwu
         99404      1 542ab8908be21a4cda809d1709a98a5f1de5f19e     0 Tools\wwise\Starfield\Events\FX_Hazards.wwu
         12298      1 c2399f04c087b5f67e6f6f2c858fab7fcc81e79b     0 Tools\wwise\Starfield\Events\FX_ITM_IMODS.wwu
          8738      1 01b0d104ebf93499fce654636af48752fc0aa0c9     0 Tools\wwise\Starfield\Events\FX_Ore_Harvest.wwu
         89998      1 3b4c56347103e9671b61100378ea24ea7d82e673     0 Tools\wwise\Starfield\Events\FX_Projectiles.wwu
           612      1 78028c8506423c8f174e57074bb9fcc49bb9fc0e     0 Tools\wwise\Starfield\Events\FX_Space.wwu
         12193      1 c208ba75dc3fe852d8c86f5b1d0adbc63e0007dc     0 Tools\wwise\Starfield\Events\FX_Space_ChargedParticleCloud.wwu
          4555      1 fe1968a7e7d0d5416b411fde9df5364713641233     0 Tools\wwise\Starfield\Events\FX_WwiseMotion.wwu
